id, length, width
0,434.9151138440696,70.72588204204314
1,420.6652469600977,73.13591999126524
2,424.70441927298094,68.7352292371332
3,403.466618817468,68.74689268546071
4,427.4615297017967,70.23428983587718
5,391.9727948148953,68.95216724068577
6,447.1043292677896,69.00004245922607
7,415.3521848985509,67.89383083627702
8,462.4562141435662,66.2978858484096
9,445.34138941378444,71.49399354687952
10,424.26902211332845,66.5595950070311
11,417.1186694155513,68.55199825565809
12,428.913106730256,67.14383392087281
13,434.3544779324832,72.05357571583454
14,443.56973451194796,69.30389444436906
15,395.47301583041036,69.81952879791227
16,431.4635884115831,71.0808401740142
17,413.76689920171236,74.22370378204661
18,430.99184302025947,73.62878677655567
19,456.80290128785305,69.21610110620036
20,452.3298886045449,67.09769434144143
21,445.87035671818325,67.78777631098029
22,427.3084731783352,68.49139573013898
23,433.15746631565753,72.87683584737334
24,438.5628340101336,72.17667667778838
25,420.0905036417748,68.05747800572689
26,434.24053674202275,66.6872107831123
27,400.0887596833983,74.154600566359
28,383.7906126718057,69.3601124228652
29,397.95924728544753,68.93014750002352
30,413.5860324648307,70.4605074170542
31,434.35953209869814,72.65612231171576
32,404.00858592361624,69.80855167326385
33,417.2675625423093,73.43208091707942
34,420.452490627657,71.64679805738007
35,426.83586936315464,75.30873629080992
36,399.8660127155095,71.4097817780852
37,434.5788909967901,74.72290282792318
38,405.84597216801353,70.60185253965543
39,452.05660251234025,67.11972599160026
40,411.98979811398243,70.75490679760308
41,453.71112092387597,66.9008711639841
42,441.2662709464661,70.20576621172223
43,398.5250345022255,68.76319120607877
44,445.45596373266795,69.86113108674057
45,447.156414887453,71.47855679874384
46,405.2492288703336,67.39937522892923
47,448.1996451080701,69.72564468933759
48,397.626709364449,68.54990768593346
49,434.94753634777607,71.16259029723763
