id, length, width
0,418.2714429649722,64.03834529380619
1,445.30577626502895,67.32365201839357
2,395.4385026461131,62.63177319597359
3,459.76845395263905,68.42263679925307
4,463.05758618664265,66.40060270104858
5,415.6474993910104,64.96862599194515
6,418.2584615103441,64.2379989399771
7,416.09884642954734,66.23142428258659
8,362.8643858247872,61.919503408407195
9,444.08818099562166,66.16601029205819
10,429.67587711552994,65.71163552194352
11,421.47734962866036,66.29078933004192
12,423.1243353022844,67.92738324513356
13,411.40977139586755,62.48581675005837
14,465.49504898011537,66.90616607304405
15,402.7346365784795,65.70927624297045
16,441.9624206309853,68.4197822384908
17,379.5717982147778,61.36978680443558
18,469.2868758819066,65.04916259789591
19,455.25669270204037,66.52773813535411
20,376.72196312399944,64.71868209798465
21,394.40233661199323,63.71266139988386
22,440.2079054265155,66.78152418638145
23,452.4088651319733,69.44361752979896
24,430.55507414847636,66.6902529890988
25,413.39745176403784,65.26603460788391
26,445.43361949341005,64.70523232199812
27,406.65087913344047,66.99760592154581
28,398.52999416606025,63.855433264694675
29,400.7405254650445,62.49332386218347
30,464.0717717928984,68.01781275197328
31,434.6024404556422,67.41191083670786
32,408.15097543678615,65.77415341767995
33,428.40709684247764,65.89289442084214
34,445.2956356455787,68.61864226583218
35,437.71564328339923,69.42356478643437
36,455.4969470259927,66.90776431611843
37,388.3110262727547,63.66929826074436
38,381.6885182973153,62.825004585530074
39,424.7835110382699,64.0119503308269
40,407.1457624426417,66.31954265735892
41,367.4868620100588,63.55517103765043
42,394.50689157478604,65.37510829938448
43,416.3428575104898,65.87274664077702
44,448.34175371584564,68.08332655994968
45,442.99971783286725,66.88277189068386
46,485.84071785411317,68.61298135875965
47,425.5923078487204,66.79324368784428
48,439.5651615517317,67.31306217847877
49,403.4151475217558,65.74603421975351
